customer_unique_id,RecencyDays,Frequency,MonetaryValue,CustomerSegment
0105f445969ca7b8fa2e354bec7a95bd,287,1,139.99,At Risk
0106cb3b85affbb1c765eef0eac01485,369,1,49.9,At Risk
01093ce2e3723bdb8de583346d76098c,166,1,29.4,Regular Customers
0109643e8c9bc5d8d7791439f3fa4259,241,1,40.0,At Risk
010a0365ab237a5e2fed9d945121b627,50,1,50.4,Regular Customers
010a81611c87c7e19c18f303e39973b2,319,1,147.9,At Risk
010ab6653f042ebb8e430f1718f61147,141,1,24.9,Regular Customers
010bcf93b3363ccf249034e7250266f0,387,1,79.9,At Risk
010c88e815c8386129e0762691851850,349,1,197.8,At Risk
010d09c16c5fee11226ca7c5492892de,282,1,171.9,At Risk
010d3cb666c64c115a144d3e6fcbd1d8,322,1,39.0,At Risk
010fea34d64c9fc635cebbe583f5104a,159,1,92.1,Regular Customers
0113282a7fe79b3d8489193ccc601efb,168,1,118.0,Regular Customers
01147fb2cf81b69cdcfdc1ac4c6fae7e,184,1,97.0,At Risk
011509f63f565e822767bfb89c3cf9b7,481,1,26.69,At Risk
011575986092c30523ecb71ff10cb473,137,2,182.9,Regular Customers
011620d7c45f4d1599c68b2f19e4b73e,224,1,12.25,At Risk
0116dc6ddf277eb8413a0393cca11c32,350,1,38.6,At Risk
0116f610fa1418cda75e0d96e1639a03,411,1,25.9,At Risk
011702c19fd5dec0000a8dbbb5b98809,273,1,139.9,At Risk
011733687890faf081be6fde9e7cc7a0,73,1,49.98,Regular Customers
011735b41c89ca1e075296f4ecb01a27,293,1,29.9,At Risk
011784926e81122b1abd0210b5888c22,195,1,317.9,At Risk
011785063c56f2c239064f603bf02a05,244,1,139.0,At Risk
0117fb2675e2936a2e96dee22e8c992b,111,1,74.99,Regular Customers
0117fc67656c020dddef928c878ad5e3,51,1,65.0,Regular Customers
01180926dda31d9e6f60befe084788dd,200,1,65.0,At Risk
011875f0176909c5cf0b14a9138bb691,533,1,3999.9,At Risk
01196e80f5309cb251220a6a5b3f57f5,152,1,14.9,Regular Customers
011a18cf4e0e74bac46678dd843e3461,323,1,39.99,At Risk
011b4adcd54683b480c4d841250a987f,199,2,183.43,Regular Customers
011b7396d7220ca4ff52508adcb6b870,234,1,29.5,At Risk
011c3e6b4b11fa8a326a39e78deb6e66,544,1,7.87,At Risk
011d6505c026d200e75cb0b6c47da758,267,1,64.99,At Risk
011fd4914a2d19b2a0e50c29cea5c6a2,484,1,229.99,At Risk
01202da9afa875bce3de24c92b764099,332,1,29.99,At Risk
0121107a0cebf91b6af74f8a4ab3c4d9,280,1,18.9,At Risk
012216caf4f1082ba3fc02e584de9a29,320,1,82.99,At Risk
0122d73327d9135f8088572c7d7f5d54,360,1,49.9,At Risk
012452d40dafae4df401bced74cdb490,111,2,427.9,Regular Customers
0124721bc33e0aa6772b42d4ccfd01db,445,1,84.99,At Risk
012510db7f0db8481f8a3708400c8db9,550,1,99.99,At Risk
0125200158c999d5813b11be482a48da,121,1,69.9,Regular Customers
0125fb08af5c9dd55731090aafc63ac8,200,1,72.9,At Risk
012714eb883337fd2631c13d2daf4466,152,1,79.99,Regular Customers
012755131a5b785b0ae3291c339a9051,162,1,358.98,Regular Customers
01290b6163d2a02514a54df49221a668,337,1,79.9,At Risk
0129147743b7712da1c4a55a59d0fb16,188,1,34.9,At Risk
0129d48dce554d95f641d01eaa88904a,171,1,1390.0,Regular Customers
012a218df8995d3ec3bb221828360c86,76,2,1429.8000000000002,Regular Customers
012ab8ee5f7d76005d838758e9a9452c,13,1,29.98,Regular Customers
012b41c1dae00a092474ca48dc764a00,41,1,318.0,Regular Customers
012b8001e47392df808a454083a74b74,569,1,65.6,At Risk
012ba82b3ff6ea994a4ecc6c848a4782,150,1,49.0,Regular Customers
012c61cc2c69b09c85071ccac0ccee16,373,1,59.0,At Risk
012da9594b65ccb990822802ba0ff2e4,144,1,63.9,Regular Customers
012e12f54f6e73b1faba89a119dab849,581,1,87.74,At Risk
0130a250cff3b3b0649cae3671959139,188,1,33.0,At Risk
0130baad44d0ccc44bc7526c1ac18c64,44,1,228.0,Regular Customers
0130be8e6677174b8184114f98c16b3c,507,1,99.99,At Risk
013341d7f8accddf42fc02f001ad341d,370,1,610.0,At Risk
0134417784b9f85470e635c063152a71,134,1,134.0,Regular Customers
0134caf89be2059cfd79af28d8bc1e7f,76,1,46.4,Regular Customers
013523c76f4749da72a9ccc4a67cb234,355,1,29.9,At Risk
013689381e404bf6304f57bab4b8f01d,36,1,319.79999999999995,Regular Customers
0136e40591d769adfb219f167a691487,348,1,42.9,At Risk
0137420de9b02a180c53e5bd64f14750,199,1,49.9,At Risk
01376b24e146a15f52ca8382af02fe62,422,1,69.9,At Risk
0137839e600d4edd0949a8ce7c171164,264,1,129.9,At Risk
013802b3b98584222c1280e654a655b1,109,1,113.9,Regular Customers
0138dff42973f40e8f5225472526f278,126,1,149.9,Regular Customers
0139884762afa50d78fe480646fe92b5,488,1,49.99,At Risk
01399b72331afe80cc0c3a982cafb177,57,1,22.49,Regular Customers
0139d2cb6ca3b630b5833d49634d328e,290,1,120.0,At Risk
013a435769899074c568863694560449,159,1,987.0,Regular Customers
013ae505c83f5fb1905ed23afdafd3a2,309,1,110.0,At Risk
013b6090dc49b5fa51196b20ec11f19c,209,1,9.9,At Risk
013dd47ed31ce4de00cb434b2cae5386,143,1,117.3,Regular Customers
013ef03e0f3f408dd9bf555e4edcdc0a,45,2,226.34,Regular Customers
013f3d6549189a4802a268131ef47a77,325,1,81.99,At Risk
013f4353d26bb05dc6652f1269458d8d,278,2,276.9,Regular Customers
013f66477aa3210eb05fec3fa184de33,223,1,89.99,At Risk
01413c132b54b9b7dfadc2ee71ef78c8,298,1,34.9,At Risk
0143a04eabe01ceb3a9fe2dde984e2b0,95,1,157.0,Regular Customers
01440d8dea55a5d0ed27d26c41044761,204,1,155.0,At Risk
014410afdd8e0393ec17e9d8488449e0,191,1,699.0,At Risk
014593e48e9119391b9c70206fcadca8,345,1,129.99,At Risk
0145b1b14166b43baa374daddffca8fd,359,1,19.9,At Risk
0145bfdfe85402b2249c7437bd297a07,323,1,56.99,At Risk
0145c2c66ea8f764ed8d8015ce149af7,48,1,17.0,Regular Customers
0145fc4d376df22449756022b9ccb472,94,1,19.9,Regular Customers
01462a1d33f1b303bead3ec1ae2c4f7e,55,1,79.9,Regular Customers
014644ae002bacd78bb05521f7e9aaab,177,1,12.9,Regular Customers
01469c41b00bb21cd01d2104b8e81384,568,1,89.9,At Risk
01489018af4a609acb2fa2634c9ce643,26,1,58.99,Regular Customers
014ce9c0a3df00f77a6932a7b371a3bc,6,1,15.9,Regular Customers
014dc284927e986549bf255eb79eb3ab,248,1,129.9,At Risk
014dcb5d582d60bca6a379e45a9041da,212,1,11.89,At Risk
014e4042a6b3ed0b1a6cd14c7639bb84,152,1,219.9,Regular Customers
014f7e8caea3379aa3d30558424ca54f,69,1,37.9,Regular Customers
014fa2f37ee690774a7505252a28daf3,529,1,24.9,At Risk
015124b67936296eb7250b38c906a627,169,1,39.0,Regular Customers
01512524d623f78040531c0d8e20a772,322,1,72.9,At Risk
0151b5ff5b5d642815f094f303e7052a,514,1,35.0,At Risk
0151bcc17b8ae63a495b6c9fe6f708a1,177,1,69.9,Regular Customers
0151cf157e4682357e62be311f4823b7,280,1,79.9,At Risk
01525fe1e0d8e9616b2503260671d20d,23,1,69.0,Regular Customers
0152897024d0ddad70baafe17ed705f4,171,1,74.69999999999999,Regular Customers
01531f72337b960a58cdba9c94e96d1a,300,1,29.0,At Risk
015366a7c13024e36f1f125d8f9a9e67,530,1,177.0,At Risk
0153b79c47a4953a7dad6fb93ab45a02,329,1,193.0,At Risk
01541e2754a6e7830b2871d7191d27e2,22,1,35.0,Regular Customers
015546ec984c58044b2a1304f24193a7,215,1,79.0,At Risk
015557c9912277312b9073947804a7ba,489,2,289.9,Regular Customers
015613e1b7c050cd2331d34076fce1c6,155,1,78.0,Regular Customers
01561f92006fd3ba8a8a4246b7f38101,326,1,119.8,At Risk
0156e3456c1959644b2da32c2cee358c,31,1,69.99,Regular Customers
01575c2596c13ff2422df080a71b481b,306,1,50.0,At Risk
0158b70c1d28da409abddfcaa5f0801a,494,1,59.9,At Risk
015906d05142c9dc02e816c29c044bba,237,1,289.0,At Risk
01593b828c6e7c516ed078a4820ab9b2,58,1,31.99,Regular Customers
015aba8b6e516fbf6ee76c164c11987b,190,1,69.9,At Risk
015b72d1a4ec2bfcf75518ada117c62b,47,1,229.98,Regular Customers
015ba10edbe7988bff82867b4480c225,429,1,248.0,At Risk
015cd0b039aa3b36cf78f41d8f54e3d0,188,1,82.8,At Risk
015d45ef9d6462cf0d5f062c54f26941,225,1,189.9,At Risk
015dc4d69b97b8784298de6c9484797b,331,1,89.0,At Risk
015e470a59ee1adbb4d6586fd90e4c52,205,1,49.0,At Risk
015f170c7abe45372b9f0414d901e71b,290,1,58.0,At Risk
015fcc1fe9d3319fb41b08e986684598,435,1,269.99,At Risk
0161783a9f93dcefde5ea508501713b2,331,1,22.5,At Risk
0161ede24e46b8e50ed493e5f8b3b305,270,1,69.9,At Risk
016201b260065cecbb315f4de0b0dc76,282,1,139.9,At Risk
01626676a41ff29901f7b42bc8e09dd8,177,1,38.7,Regular Customers
016547a638c42ea1061a1400eab339d2,216,1,49.9,At Risk
0165dc4e0c64d7c1e17757ab8676f213,94,1,99.9,Regular Customers
0166e2f8aaec14c93d23dea2523beac5,78,1,185.0,Regular Customers
0167a6f5d58d5632b42c44e7f66f2abf,229,1,389.89,At Risk
0167f525469634cccbda49491f01324c,21,1,55.0,Regular Customers
016846e2dd862cba9a2a10eff5ac244f,478,1,399.98,At Risk
01689985c22786e41347d5167048b25e,44,1,269.70000000000005,Regular Customers
016a461e59c71a989c278fb565441696,390,1,200.0,At Risk
016a528e7cb02b29de37ea55cf89b9d1,267,1,13.65,At Risk
016a5760b723a3a0bcb4b294d4bc6b45,55,1,199.9,Regular Customers
016ac660c79288138b5d6d3570eadc9d,270,1,70.97,At Risk
016c60628fc64e15fa5990e58a0b57c1,409,1,229.74,At Risk
016dc4411329d2b3292a0fbf1402e95e,75,1,209.99,Regular Customers
016e32e564ee03416c6f73e44a4e802a,539,1,69.9,At Risk
016e68615e12298a0a004a44d3b78579,87,1,49.9,Regular Customers
016feebfaba953a2456d3a063b8eb8ef,566,1,49.9,At Risk
0170c406cddfc9a551a3f8045379afe5,193,1,57.99,At Risk
01726e5d6a88d1a8dffd9578872ce54e,200,1,779.8,At Risk
017500c32b7353decc3a3a4d91acd0cc,214,1,87.8,At Risk
0176190d05dbc46f20484610a0a0e1fb,493,1,289.9,At Risk
01762637819e8e1cb4093ff1589b0f00,241,1,129.0,At Risk
01769144da2a7ea21cc6163452b5824d,175,1,49.9,Regular Customers
0177c9c4715fe173b9c26fdd95a94579,281,1,109.66,At Risk
0177f6975b155c814ea6273eccc58d82,184,1,217.0,At Risk
0178b244a5c281fb2ade54038dd4b161,36,2,208.88,Regular Customers
0178df128a2cb4f9914c8c3beb8a57f6,266,1,18.9,At Risk
0178fa4e501691dec0663f439950d4de,201,1,23.8,At Risk
01798446b9d249eb006931079a273601,51,1,69.5,Regular Customers
017adfe7897c78902d9f7d58cd855990,383,1,239.9,At Risk
017ae1edebbc1749a64a520e37633c3c,124,1,399.0,Regular Customers
017bddd3844cbc8c9259179f66786333,219,1,159.99,At Risk
017c17dd6f2e7859373a5724b863801e,241,1,86.9,At Risk
017c477c81dd0f10726f7828f0475c0e,138,1,51.0,Regular Customers
017c4e59e1a95482f32f65e03a46af95,108,1,69.99,Regular Customers
017c5a91ab1759799a4d68be8091b8ab,130,1,68.8,Regular Customers
017c61c786dae249f339e690764ec7e6,332,1,55.0,At Risk
017c7f75ca30943882f48d5fda81e2df,351,1,139.8,At Risk
017d9afa17ebea3b2a7c03ed6bc954be,414,1,29.0,At Risk
017da2695c69ee376b8b4220cf0f61ec,76,1,57.89,Regular Customers
017eb8439a0ca7dcfc228f933bd204d8,187,1,35.0,At Risk
017fa9ba22880652e440025a91d5a66b,377,1,26.9,At Risk
017fde295de136549d89d951da362287,415,1,27.8,At Risk
017fe3adcd1989f1ea8bac1848bd1b94,97,1,30.0,Regular Customers
0180d29fed77d26d59490f37198514a1,62,1,60.0,Regular Customers
0181f57a87c6a2f0e0fe2807f67aef0e,480,1,13.99,At Risk
01835b7ef446c78d0c37077894aa068d,152,1,55.8,Regular Customers
01838e7d69d87bd8ff2b6ff06789adfb,589,1,126.9,At Risk
0184070f27c13c909a1de7b1b059b496,232,1,139.99,At Risk
0185135ffdd866d3a29efa833ac0829b,176,1,69.9,Regular Customers
01858f2fad256b1689f5bdafc059f745,33,1,1799.0,Regular Customers
0185fbd2271efbc59bbb96ad3e99a7b8,137,1,22.0,Regular Customers
01873d3c2fc620aa701e30d2c4181673,145,1,44.9,Regular Customers
01878328db858b71da86bdc8966ea729,109,1,50.0,Regular Customers
0187e88f4c9b2e4c92e5d47ffa0e1da9,192,1,64.9,At Risk
018864afd6d3af6af6e3cf1245fc5ff8,114,1,9.9,Regular Customers
01886ef98f995e4f2dd75a1d04c97397,177,2,41.260000000000005,Regular Customers
018875156db79cf3fb697342f256c329,423,1,45.0,At Risk
0189137aa093295df2116467b8201d66,330,1,35.9,At Risk
0189334b410cf5340ba839359af8a959,294,1,190.9,At Risk
018974568b0b5a8c395465dee270c3a9,404,1,34.99,At Risk
0189955e61056a22dd6e7cb03603a149,451,1,94.9,At Risk
0189cca3aa2a0f75ca0cde94ee38be57,454,1,84.99,At Risk
018ad5828f8f66b69604caabd0aa78ca,546,1,19.9,At Risk
018b0a8d048e41f2d1f55e56dcbd335c,405,1,179.9,At Risk
018b5a7502c30eb5f230f1b4eb23a156,378,2,79.98,Regular Customers
018c9bbd7d61c91f2abf3cd77b5010ad,230,1,80.0,At Risk
018ca9b2c9f793a0e43e75d6a3eca86a,214,1,87.9,At Risk
018ccb97f791b89dc7ae72b4a114b00a,275,1,199.99,At Risk
018d9881368d5098100c2430b8ed8bdd,193,1,33.99,At Risk
018e2017f47d05d438effa6d15061c2d,262,1,29.99,At Risk
018e7e423aa73a3d7183d8c7c7a7c50d,16,1,29.99,Regular Customers
01922cf678f7c6d925421a273a885fbf,68,1,89.9,Regular Customers
01927626c24c5826ceb6ca6b2797fd60,165,1,259.9,Regular Customers
0192a97d19fd891f0a4453609753b886,75,1,99.9,Regular Customers
019322e670d197f31413176b865880fd,432,1,18.99,At Risk
01940bd0ea09e8cbbeb24452e58dcb0e,47,1,45.8,Regular Customers
019441bdb2c9b0b1990cac725c427960,111,1,118.0,Regular Customers
0195b599954bfa2cfac327dd3b35a877,135,1,159.9,Regular Customers
0195c54646cda6452f5e1a0474f3b502,116,1,49.8,Regular Customers
0196285e88e29cdf2c0afba10cddd9f0,47,1,22.0,Regular Customers
01977d0ffb59b3b64796aeec649edec8,324,1,147.9,At Risk
0197bf8828afdb5ef6a6f7446a52607e,340,1,159.0,At Risk
019890d2ead42f267a2c66919d9dedce,237,1,179.0,At Risk
0199358f4d397a51c763be597977ddd1,45,1,94.99,Regular Customers
0199360d5869b53eece5870f3bd1ef0e,470,1,740.0,At Risk
019954cc9c2ceb2084881eefdf48f0f9,340,1,89.0,At Risk
019ac5580a897d52e5ed6f7ed89ade27,361,1,1287.0,At Risk
019c20bc411068e6f296cd471ac8425b,290,1,53.0,At Risk
019cd54cc450bdfb2de3e83dced0c511,397,1,205.0,At Risk
019d47513bb1164cc83fc2d6d7123ef8,569,1,175.9,At Risk
019e6c1c524669436535388a1cd5cefd,402,1,369.9,At Risk
019ea19e666644625032de5efe2ceb71,111,1,82.76,Regular Customers
019ed386aec9ff0f9eab4a590231174e,33,1,839.4000000000001,Regular Customers
019ee3ac31baf4383471c760125e2977,11,1,30.0,Regular Customers
019f29cee4d4031f59fed390d3cd0bc7,427,1,74.9,At Risk
019fcfdd0b0ec239cc2b536428064c47,54,1,311.9,Regular Customers
01a013f2d3d7b0fa074a09d3e6e7b611,507,1,289.9,At Risk
01a0f3dc3a406f7fc8593565e1a50b4f,406,1,18.9,At Risk
01a17507586f0f10f52e7e86ac73e1f7,72,1,479.0,Regular Customers
01a20270c305052404127be803843f2f,455,1,149.0,At Risk
01a22e2079ea71e17313b88e5811e54a,223,2,142.0,Regular Customers
01a2ad01e93ccfaf7eaff9bda6f2320c,169,1,129.0,Regular Customers
01a3427def071b9efaf74a817c4e023b,465,1,16.5,At Risk
01a379e7c61f254c6c1bfc842b4d9416,315,1,24.9,At Risk
01a4788c8bd6d0d6a5b16ccdfd393b74,86,1,64.0,Regular Customers
01a4fe5fc00bbdb0b0a4af5a5345cca5,94,1,399.0,Regular Customers
01a551a1f8c7955ba259897b2e3d2e30,11,1,40.0,Regular Customers
01a6d398ee25ef8ce7ace2d3620ce248,167,1,49.0,Regular Customers
01a7888cc755d6ad17b03de5f5543641,220,1,69.9,At Risk
01a8574d68d5a495ebe94a4790f6fe34,280,1,118.99,At Risk
01a8a2fa13dad647949ff57927e63b0d,521,1,42.99,At Risk
01aa30b6c0412a1548fc29e2c98033cf,284,1,269.0,At Risk
01aae089a9f716c2d948a24c5406603d,283,1,69.9,At Risk
01ab4b660bfe57375e0486a07bbe31eb,157,1,78.0,Regular Customers
01ac1e0b4421bb9946e56692e21226f0,150,1,53.04,Regular Customers
01ac33544e5b7d1e79f7d69a065282f3,67,1,60.9,Regular Customers
01ad914ceb44eddfbf992570e6a5ef49,70,1,79.9,Regular Customers
01ae3897d0da657af5dc0b0dab9df7dc,243,1,24.99,At Risk
01ae92e9e94bec47e10ef885402cfe54,282,1,127.0,At Risk
01af16b985b3ad90d75333691e2da6ab,202,1,30.99,At Risk
01b0d417af24703a0b20cbe71f354285,561,1,64.9,At Risk
01b0e04852a70de5404609e82e8fc0ba,237,1,98.9,At Risk
01b0e4e53ea06107438b0738d8d670e2,220,1,219.0,At Risk
01b3e064c4fc4372a269bdc02c131850,6,1,274.9,Regular Customers
01b42ac9d3801e6edf67f7a95f04a838,27,1,59.0,Regular Customers
01b466cc9a9e663eb04f4b8890dbc5f1,325,1,799.99,At Risk
01b51b6ca4757ff714f2a54043e5c7b4,236,1,129.0,At Risk
01b531d9fa14ce8894156d72f7ee8b92,389,1,106.9,At Risk
01b53609a2d3710857e22775bbf8ec0f,108,1,79.8,Regular Customers
01b6eceb8d393992f590cdb60a41e388,330,1,39.9,At Risk
01b7463b1d6850a0ddfb4a93e05d0671,473,1,103.97,At Risk
01b84e3fa2897be6eec7fadddb3d56f3,312,1,98.9,At Risk
01ba3180d3c6e7a6e269c5a542985423,193,1,92.66,At Risk
01bbbfc56b8ec1052e46f260226e34f9,153,1,239.97,Regular Customers
01bc72407ac3ab328e54938f599d2231,82,1,12.0,Regular Customers
01bc9765e0b1cbb83ec85d576ddc4ef6,18,1,199.99,Regular Customers
01bdeb2c0f524bb2119a8c0cd5419f5f,246,1,69.99,At Risk
01be09e08ce97be4356a7c93bda4ee70,472,1,39.0,At Risk
01bf812bfa21271c91dbd9bcb9fb055a,84,1,119.0,Regular Customers
01bf87cfe6b10b53c057c03b9e7d034f,319,1,39.9,At Risk
01bfd443225216fd172d2af98ae80068,180,1,129.0,Regular Customers
01c12b236caa6f6d630b985da0ab5d30,377,1,89.9,At Risk
01c1529c867b31e5b6c34ad4ccaab314,29,1,59.8,Regular Customers
01c15633aa5baf9c6d2685354fd82747,419,1,89.9,At Risk
01c19b1261325781dcf2f82c9892f80e,115,1,105.0,Regular Customers
01c1e31277120e8c6360c6448cbd4c80,209,1,89.9,At Risk
01c228e91a729c993c054756eaeb680c,271,1,16.99,At Risk
01c289bb06354cdc7e6549570f20ada4,250,2,139.98000000000002,Regular Customers
01c64acc2efd27442844ed61dd9981cc,138,1,19.99,Regular Customers
01c6812053d3159e3f8f0a3d92af3cc5,297,1,109.9,At Risk
01c75ebaa6fd123179cc3898fe4d24c4,24,1,74.99,Regular Customers
01c7e32e214b3b0c31b7460a08e89ec9,73,1,14.9,Regular Customers
01c849814dd6cd478f0ee6343414acb7,52,1,99.99,Regular Customers
01c92cf65b66be2fb861a163d4830f5a,194,1,110.9,At Risk
01ca0680cddb7f4c71e3235f08cd16a2,113,1,24.9,Regular Customers
01cad597bb1c8c79b2115a6204ab7f8c,264,1,79.9,At Risk
01cbe0a1a969bf0936fd97298ae18cc8,119,1,145.0,Regular Customers
01cd1ef6c24558b19ce2dab8801fabcb,165,1,674.9,Regular Customers
01cd5bbfc2ee49abdafb429522b93fce,318,1,7.5,At Risk
01cd6609264361aaf702ecbee2641cea,131,1,69.9,Regular Customers
01ce78f7a46aaaf7a9d1d2b86224ae38,166,1,45.99,Regular Customers
01cf4a649781b563f650ce1c18b19be6,85,1,28.9,Regular Customers
01cf555dad51551a56a1bdc9fbf2acd6,472,1,101.0,At Risk
01d0f02781924f788fd9d0521663fae0,441,1,39.9,At Risk
01d1444a9676bab441621b52773035e9,287,1,139.9,At Risk
01d4133dfc24adea1d8d8b7f5ee44aa4,292,1,89.99,At Risk
01d46b5cad3cda9c22f52df41197a671,508,1,29.9,At Risk
01d4d353f424ed250bf892af49d30abe,312,1,89.99,At Risk
01d540906498d52fa3b7f10b5ce735b2,48,1,79.9,Regular Customers
01d628fd151ab84d5063f2dc5c92a118,211,1,52.5,At Risk
01d78a7d654c0b1ef85977c306d0f60f,174,1,119.9,Regular Customers
01d7b0d6f8958188afa680d75dd47919,69,1,155.8,Regular Customers
01d8df79b0fe245a03928d53fc25c223,391,1,119.35,At Risk
01d8f02b7ae915fddc5736ecdf613cd1,230,1,97.9,At Risk
01da270abab6215a40467414afae12d1,33,1,139.98,Regular Customers
01daeb09de8f07882ccd4319ffbc4693,280,1,30.0,At Risk
01db45606d08e66e2c058ad2f08f5b34,33,1,65.0,Regular Customers
01dbf5ec2334d02e47a8167d3c2e0837,120,1,36.9,Regular Customers
01dd34b5f4cee2a48f03ba1cce8c592c,16,1,74.0,Regular Customers
01deea8faf538e657bf2b1cb6b6c24f1,344,1,22.99,At Risk
01dfe4b4e19154abdebe71e50f52f88d,121,1,105.0,Regular Customers
01dff584b4563da3703fa375287a3a69,193,1,215.0,At Risk
01e0008efc8b3804e274ff934ba017c9,554,1,69.9,At Risk
01e019838e4e21dd66bb6f69352334f8,274,1,359.0,At Risk
01e123d7c7cedf12af483fc17258b9ce,86,1,790.0,Regular Customers
01e4cddc3a56ea6684510cf09f4d0411,236,1,23.8,At Risk
01e4f76dbf261176b87ed09f6803c596,180,1,369.48,Regular Customers
01e66e20cc67536e6fa27878ed07ad0a,215,1,19.9,At Risk
01e80828765c999c3f5a7713f3912309,468,1,28.28,At Risk
01e8bcc3377762cf85025138b2901947,501,1,189.89,At Risk
01e8feee57ec1b6447fdd4fbea8093cb,214,1,122.99,At Risk
01ea2467bec4e5ba6c007621c7df3bf5,12,1,49.0,Regular Customers
01ea7dfdac01a4e8fbe2902b73510b20,205,2,173.9,Regular Customers
01eb9d565f58fe2b55946b72db045556,145,1,109.9,Regular Customers
01ec28844a316ded17fa50fd28b98123,184,1,104.0,At Risk
01ec66cacd4c45d04f9ee2a1c25bb20b,550,1,68.0,At Risk
01ecc1f1f21f05d0736c99d92646f132,387,1,49.9,At Risk
01ecdc37f767e85f5b3fd2310a289253,19,1,659.99,Regular Customers
01ece9ffbb6a00db5549188bc410e878,350,1,105.0,At Risk
01ed8df97a21e2f15521f9758554b32b,418,1,44.9,At Risk
01eec5acca315fa22d30315944c65536,180,1,188.0,Regular Customers
01ef3ec35f556231aee2f73e8bc6f8a0,333,1,219.9,At Risk
01f156677184504063bd19739f924af1,692,1,739.98,At Risk
01f163c912209bc42fd9c0e169e8039e,71,1,28.0,Regular Customers
01f173d576ec0a01bbe13dccf0942696,335,1,157.77,At Risk
01f1af590b3fa6e09ee79551635926b4,279,1,246.62,At Risk
01f2285f85a1c603eb7ef755ad311769,94,2,428.0,Regular Customers
01f2c78d8578f27b62ca1186752e1532,276,1,369.0,At Risk
01f382f4c95df31e05e27f1151a015a0,346,1,99.0,At Risk
01f492ebceb9747c71cb86d983afb9e0,193,1,28.49,At Risk
01f6fa760c8cee5fef785c7a73321534,280,1,598.4,At Risk
01f7f7e1b4aefac99dea303f9eb5f7c4,143,1,79.9,Regular Customers
01f9585695ca0cb669ddbae22f6ede43,33,1,219.99,Regular Customers
01fdfc6e1f85ad504461c6699adb246c,268,1,13.65,At Risk
01fee81dfa09d00693bbb79aaf922f89,466,1,240.35,At Risk
01ffb8ddbd9e1167659827ed1b9b6ccf,45,1,69.99,Regular Customers
02022a08ed3a2e736777b7b71389c62c,282,1,24.5,At Risk
020299859eabbac628a0b2d6ea22bb9d,39,1,99.8,Regular Customers
02029b32d4185a32a888c3f2d4d8839f,276,1,129.2,At Risk
020311f9fc67a990f3d43b481398a259,165,1,44.99,Regular Customers
0203cdea5911c033017b1b2bb6dbeb33,165,1,112.33,Regular Customers
0204f3da94dadaf3fa21305413e02d63,234,1,73.5,At Risk
020504cfbef989c034f403ab0076c408,282,1,231.7,At Risk
02054940ff45a170ddd0acca60575eea,220,1,224.5,At Risk
0205ecc1296100f97f4ae03e22643b8e,117,1,410.0,Regular Customers
0206119a2f332d97fb68a9c1f592b2dc,452,1,62.9,At Risk
02063d3c56dc62e17f57cdd78c4962ff,25,1,37.9,Regular Customers
0206671ca1e6cea41033a21774bef222,132,1,69.0,Regular Customers
02068e4fb8a2f9434c60eb29751b0783,130,1,77.9,Regular Customers
020747bd836e23bc8e3692937ad85497,75,1,30.9,Regular Customers
0209a0a5c96cc50dd1bbe71e3730af2a,468,1,169.8,At Risk
0209af58dcd97d6ff5bac3f5fdfb8c0e,31,1,78.0,Regular Customers
0209cc2349a03f00567bb9d24a459829,443,1,49.9,At Risk
0209f290b5451d357308bc0e90521026,42,1,572.64,Regular Customers
020a1ffcfaf43c6003111eaa33faa6c9,516,1,41.8,At Risk
020aa2d69bca8c7a0b3da5f8e602c26d,389,1,89.99,At Risk
020ac38b920d61317bc3e7e2d1e3602b,357,1,65.0,At Risk
020ae51ab502504a00ab6ccbac53bfa6,19,1,799.9,Regular Customers
020b824fa9ea4049aed3171900d41e86,125,1,59.8,Regular Customers
020c0844de3cbc0e65fe2cd62ddbc985,142,1,106.0,Regular Customers
020de21f006326d43b15b28e073f8b4c,76,1,150.82,Regular Customers
020f91981e05247250ccaa0ba69364d6,348,1,117.99,At Risk
02105a58e384edb89a9827dfd3b8173b,169,1,116.99,Regular Customers
021109bdb16fa17c2463cab87da314f3,235,1,100.8,At Risk
0213ec5289d86c40bda69ed571b5853f,258,1,559.0,At Risk
0213fe7fbaa0a7e81c16350785e367e6,185,1,159.98,At Risk
0214a2864bcff8020dbe8c40a2e9d26a,538,1,99.9,At Risk
02168ea18740a0fdaaa15f11bebba5db,328,2,199.6,Regular Customers
021823ac7f57395504b4fcf2df8667f9,216,1,25.9,At Risk
02198c63d3e65ea299d6d8d3c7a11665,144,1,14.2,Regular Customers
021a4369c52a67fdaa1a923dada92cf2,418,1,15.33,At Risk
021ab4ee1c733fef68ef3ddbb6c4ea7e,480,1,46.2,At Risk
021ac5734c4f62601583998bf0de4e03,104,1,728.0,Regular Customers
021b5df6105eece2e83def42b2a75a1c,173,1,49.99,Regular Customers
021ba14f8e7b9e5c46cc91cfdbcfbbd1,189,1,39.99,At Risk
021bca90c906d19b425e192070eb6f68,324,1,99.89,At Risk
021d9099364431e24195152225c8c535,111,1,79.9,Regular Customers
021dbb48a965542d846e18a6799d37c0,431,1,139.9,At Risk
021f9b70becbc032905f24f7e6c2d7d7,451,1,113.0,At Risk
0220755d57fdf6a1f63f39f51bb5fb90,111,1,19.8,Regular Customers
0220cae7a876f841ad3924e84b29861a,356,1,59.99,At Risk
